сabbage_value,fruit_value,sugar_value,candy_value,biscuits_value,mutton_value,beef_value,chicken_value,pork_value,fish_value,herring_value,curd_value,sour_creame_value,butter_value,milk_kefir_value
12939.838799999996,53887.19599999996,28995.924899999987,9638.164499999995,15772.115900000003,0.0,565.7621000000006,39943.699000000044,9474.928100000012,1705.9902000000002,3904.213800000004,6739.912499999993,5219.716200000006,3167.9118,94863.35650000001
18953.3425,80166.159,42308.61810000001,11831.680100000007,13171.623500000005,46.97280000000001,701.2394000000002,51406.86850000001,9996.397699999994,836.1696000000006,2790.9674999999993,8210.1668,7991.994200000002,5031.103000000004,114853.6506
8327.140099999999,41477.81199999997,13602.813399999994,7834.8655999999955,7739.614199999993,0.0,620.1723999999995,36543.27139999999,6255.677800000009,220.9099,695.5320000000004,3784.788200000002,3376.198600000001,2869.6473999999994,46644.78689999998
17628.989099999988,73011.83899999998,36965.859000000004,12139.274200000002,13172.283400000008,156.75500000000005,1107.4691,56947.24110000004,11754.408700000004,653.6454999999999,3801.555400000001,8900.626799999996,10490.648400000007,4723.981400000001,118472.6891999999
21171.6684,104664.842,44166.49610000005,17436.548499999986,23389.636299999976,0.0,1179.8628999999992,79355.81069999991,11775.145600000003,1619.004699999999,3793.3937999999985,15876.644900000012,12878.825200000005,7866.213099999999,203867.60050000006
17501.043400000002,83620.94499999998,35266.55690000002,18357.8127,29572.28049999998,212.06549999999987,2590.758099999998,71158.78439999993,13164.115700000013,2359.7861999999986,3650.983199999998,8721.326800000004,9975.514800000003,6507.516300000005,171702.88310000004
38480.650000000016,123285.78900000005,57017.01009999996,20743.22720000001,23372.979400000015,1.4043999999999999,2281.228599999999,91567.21999999993,22552.133900000004,1146.2064000000005,2581.740000000001,11104.528700000008,10814.531500000016,10244.883100000005,165366.4782999999
10185.72900000001,60916.185,37645.74,11034.817200000005,14917.043199999991,43.86379999999999,1259.6787,40835.486999999994,9354.059400000002,846.6098000000001,1995.788999999999,8989.439499999997,11113.799699999998,4742.963299999998,120872.1292
11480.32920000001,54448.96900000004,28517.20430000003,9277.155200000014,10663.263499999992,0.0,498.0754,32224.752800000013,5111.198199999995,617.797,1361.5269000000005,5314.085000000001,4763.401500000003,3523.9096999999974,74007.67009999997
6401.864200000006,30082.961999999996,11633.310100000002,4266.026199999998,6089.105199999994,0.0,508.28939999999966,15130.352999999988,2799.7987999999996,342.1597999999998,887.6030999999997,4110.462100000002,4412.4701,1847.0529000000004,45506.134699999944
9099.02450000001,58283.38699999997,21038.166399999987,14813.6252,15471.256399999991,0.0,1756.183700000002,45326.810199999956,5338.379199999999,990.580500000001,1788.9725999999991,6355.685400000003,7947.978799999998,4414.721399999997,74309.01569999997
164.4158,920.7879999999993,471.10150000000067,190.9698000000002,571.9821000000003,0.0,0.0,773.1422000000005,57.7612,0.5407,5.382899999999999,326.41189999999983,247.75909999999993,108.94149999999999,1884.8428
332.52569999999986,772.97,363.74520000000007,110.37960000000007,264.7790000000001,0.0,0.0,894.5264999999998,92.85979999999999,0.0,0.0,89.95240000000005,57.8989,119.64909999999998,1046.1365000000003
24139.943699999996,97551.81599999999,36614.15580000002,14382.828200000007,17793.391400000008,0.0,2471.848799999998,56474.01010000001,13012.020999999997,1315.2435000000007,2702.7450999999983,11176.5517,13349.100599999994,6198.163700000001,158764.64369999996
1630.9680999999991,8114.721999999989,4209.043199999999,2278.4887000000012,2985.798700000002,18.112099999999995,723.1992999999999,7878.583599999992,2446.407000000001,425.37870000000026,650.6150000000002,2065.8449,1427.1758999999993,880.9819,18956.03620000002
15120.111099999996,71066.35299999994,35799.7746,9918.4099,17506.10529999998,0.0,646.7464000000006,35973.44190000004,4802.834900000001,867.0340999999992,1461.9066000000012,8223.579900000008,6580.169599999997,3622.3574,96198.11979999993
29803.056900000014,158296.98499999984,78791.66679999999,19053.239500000025,37459.079999999994,696.9622999999993,1971.7554000000018,97498.0252999999,15658.039900000002,1097.3648000000007,4549.910399999997,16968.95059999998,20825.055800000002,11243.94680000001,264769.79299999995
9942.756999999992,64586.11899999995,16809.8122,5668.330799999997,10614.052299999992,13.633099999999995,767.3213000000003,35346.1177,9648.105299999996,721.3530000000001,1412.4589,9450.273999999998,10351.957799999996,3161.3245,87066.91620000005
10840.6045,68782.62400000001,27882.038599999974,9154.799200000001,16050.547299999987,0.0,1079.9465,39684.11350000004,14777.5602,1631.5860999999998,2448.712200000003,10573.869400000001,11291.013900000002,5076.1541000000025,127919.33770000012
14003.117700000008,61623.80799999996,22865.770699999983,9737.072299999993,10421.708299999998,0.0,614.4561000000001,58342.74189999999,10205.924800000006,424.12920000000025,3342.3567,7467.4446,6562.570399999997,3696.4268999999967,104175.98329999992
6526.0151000000005,36137.81800000001,7010.507100000002,7700.609399999989,10429.542899999993,0.0,845.7889999999998,21361.74289999999,3323.5805000000023,741.5364,2038.426800000002,3624.1606999999967,5411.519599999995,2113.3240000000005,74657.90359999993
6586.191300000003,39848.21599999994,22441.14839999999,8648.641599999997,9783.964300000009,0.0,502.5551999999997,20406.511199999986,4510.706799999999,461.29070000000036,1819.1485000000002,4032.171299999999,3387.220599999999,2408.483499999999,61632.68419999993
34985.57310000003,201300.59199999983,80250.13760000007,28358.062900000004,46716.62700000002,501.3406000000004,5095.064899999998,120362.04060000004,24782.956599999998,3685.235899999995,5566.2966000000015,22424.353499999987,30957.526999999987,11703.022199999998,318080.69449999975
4820.205500000002,22570.410999999996,16408.51500000001,7294.905800000003,11979.766699999993,0.0,930.9953999999998,12465.980299999987,2625.6522999999993,214.77059999999997,1510.5639000000017,2610.797099999998,2158.022699999999,2282.9655000000002,60687.77280000004
17635.706000000002,107476.02199999995,42799.51369999999,14985.814800000016,20898.78519999998,0.0,2654.230899999997,59870.41300000004,13461.730599999999,922.3265999999988,3125.4598999999994,12799.1859,15542.96599999999,6205.5296999999955,167403.26269999988
15258.096099999993,70544.31599999999,26386.922300000013,9650.914899999992,12164.677700000006,0.0,1007.7024000000004,39246.914499999984,7921.092200000002,411.8059999999998,1317.4521,7605.361500000011,6705.3453999999965,2973.9414,112095.94539999995
2549.0321,15209.996999999996,4600.2136000000055,1936.1094000000003,2590.7172000000005,0.0,1015.2951,12831.24959999999,2023.1003000000035,250.4502,343.40210000000013,2184.4535999999985,1820.1039999999996,1031.8720999999991,24400.626699999993
991.2218000000005,4311.785,2470.5852999999997,819.1197999999997,1159.158,0.0,621.8417999999999,3973.8511999999964,1501.0589000000002,40.188400000000016,247.3121999999999,485.10149999999993,423.9610000000002,532.1320000000003,8575.331400000003
17562.47910000002,66800.13000000006,29382.6115,9367.02350000001,10179.31119999999,0.0,667.7709000000004,42477.67700000001,12369.621200000001,996.5832000000004,2292.5980999999997,5897.227100000003,6065.944700000001,3731.5942000000005,115295.9967
32620.580799999996,137043.22700000007,56256.102799999964,18015.911799999983,24192.467800000017,177.97259999999997,3299.3606000000023,78569.66069999995,26325.164899999963,1782.0666000000006,2843.559,17607.93409999999,19989.367499999993,6755.054200000006,193703.43500000003
147004.92529999994,801901.5600000003,257521.00040000008,91536.40629999999,121187.50080000004,1200.4461,16894.130200000014,411810.8835999997,80447.36099999999,12771.648000000005,19350.2355,112091.12610000007,75186.33229999997,38806.80709999998,946353.2008999996
8871.5244,37513.21300000001,21828.313000000002,6211.157499999993,8392.930699999995,0.0,341.83029999999997,24802.438899999986,10087.223000000004,434.49140000000006,2099.4461000000006,4288.848700000004,5349.870299999996,2162.249500000001,55422.63820000004
11493.678300000012,52935.618999999984,20255.036600000003,6671.629800000003,7788.440500000002,0.0,1655.9069000000004,37520.35030000002,10985.449399999998,1965.3474999999994,1316.1077999999998,6367.014199999994,7758.412600000011,2417.274399999996,71609.66099999996
44047.25229999999,202395.22800000003,92353.34080000006,29126.838600000014,34381.09229999999,188.82479999999995,3560.2479000000003,131650.31810000012,25742.75929999999,-1451.4706000000017,5069.9212,29110.170200000008,17059.73219999999,12382.758699999984,266344.0609999998
26772.03879999999,165272.47099999984,68581.68820000006,21565.752099999987,38407.05539999997,402.80260000000004,4217.2469999999985,91421.79920000002,17571.0687,1960.5928999999987,4696.624199999998,19370.066699999996,29483.479800000023,10595.623700000007,288599.24129999976
15925.895999999997,77749.42100000009,32629.474200000004,19255.7351,18247.9902,449.54610000000037,2261.850400000001,52186.805399999976,9077.6603,1002.3321000000002,2891.700100000002,8616.3859,11879.425800000005,8168.749399999992,112415.59129999997
3508.986700000003,15706.944999999998,14759.345999999987,6832.746799999999,10930.8346,0.0,645.4348000000005,17893.83109999998,2513.580400000002,238.61730000000006,1281.1458000000014,2633.169899999998,3561.1314999999995,1654.2374000000004,51732.66090000001
5228.981599999992,50393.30200000007,20984.103599999984,8873.508899999995,15247.583400000009,101.48910000000005,1813.2021999999995,28000.16909999999,7558.621300000008,415.2231000000006,2710.4084999999995,6339.771999999997,6232.7589000000025,3223.9006000000018,89302.02990000002
12711.083999999999,68990.87499999993,29904.880200000003,9158.296199999995,15858.997399999995,0.0,1562.940000000001,41055.64350000003,12145.81619999999,2279.4979,1724.7796999999985,8792.026599999997,8847.989200000002,5050.797400000003,104142.27409999997
28104.41879999998,146493.36200000005,65713.24979999995,22477.214599999996,28020.420799999996,252.64139999999978,1883.1929999999993,100312.3683,14412.433900000009,2225.5783000000006,5424.4358999999995,15572.751899999996,20331.241700000002,8211.748300000001,211051.87219999987
11623.382700000002,83742.56,42885.48320000001,16083.541600000013,22275.11500000002,0.0,844.8282000000004,45927.795999999995,9038.378099999998,1431.1482,1858.3953000000017,8209.886299999993,10711.91150000001,4288.266400000002,129645.4436000001
7232.081599999996,40101.43899999999,20126.1608,6535.922499999997,6962.802899999996,2.4916,807.2989999999998,28635.09580000002,6899.360899999996,384.67560000000003,1565.9590999999998,4573.868500000002,3554.689300000002,2324.7027,70907.95940000008
16330.405900000003,82794.253,40804.75130000001,14934.887599999976,19773.8357,0.0,1130.9777999999994,44651.01669999997,5667.010399999999,628.2724000000002,2350.2893999999983,7457.3066999999955,7594.7589000000025,4437.051500000001,162769.1379999999
15115.301100000015,65949.63599999998,27532.7461,12195.673700000003,14255.682899999989,0.0,871.970399999999,43132.151400000024,5630.805400000001,648.9513000000002,3377.3044999999956,6773.600200000002,5206.642199999997,3531.014099999999,91146.88829999993
3242.4309000000026,16106.197000000004,7777.5358000000015,3105.0752999999986,3603.985199999997,0.0,518.4168999999999,12291.965099999989,1585.7495999999999,355.3219000000001,389.2955000000001,1491.7522999999999,3348.330799999999,1132.7369999999992,28035.637499999986
1496.9193999999998,7168.445000000002,3860.927899999999,702.8686000000005,1814.1243999999997,0.0,3.1222000000000003,3275.6257000000014,265.05480000000006,0.0,184.47059999999993,312.68270000000007,662.5287999999994,186.8931000000001,11737.177899999999
37121.4471,205226.76000000004,57330.3724,28048.465500000013,39122.61300000003,31.378899999999994,4241.365400000002,115678.24739999996,12555.194299999992,1587.2428999999995,4099.4503,21111.969400000024,20261.498200000013,10807.169499999996,359128.7022999999
9614.898900000006,30371.347000000012,17816.123299999996,7248.219099999998,12854.705199999995,135.32279999999997,1430.227499999999,17140.292299999986,6725.341199999999,147.52309999999994,1601.7027000000003,2216.9054999999985,3502.3113000000017,1384.986,77271.14790000004
1422.6569000000004,9927.02400000001,2267.4631999999974,1729.8083,1769.2531,0.0,356.5934000000001,2250.4150999999983,6.7901,119.77690000000008,142.70670000000007,1135.4370000000001,1629.4073,708.7958999999993,11063.681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518.1078,4194.919000000002,826.2131999999992,1575.8661,1878.869400000002,29.65619999999999,692.6460999999998,2595.807599999998,0.0,50.68440000000003,34.84739999999997,686.0624000000006,513.0825000000003,413.8845000000001,4326.188200000003
1568.9959999999992,6058.804,3360.676200000004,1250.5438000000001,1655.824899999999,0.0,0.0,2777.4473999999964,830.3252999999997,0.0,70.8801,503.9692000000004,577.5602999999994,353.7031000000002,14391.936700000006
1081.0772000000002,4956.403000000004,9716.292799999988,2550.377400000001,5911.183600000001,0.0,1568.7299000000005,11606.440900000001,3337.527500000002,198.88940000000014,624.278900000001,2042.9713999999972,3249.017499999998,1655.5003000000006,44047.6398
612.2550000000003,1668.761999999998,924.4984000000003,713.0557000000007,1454.5416999999986,0.0,119.71760000000008,782.7741999999998,0.0,0.0,78.1753000000001,236.42659999999995,231.15060000000005,90.24340000000001,5832.205600000005
5567.437899999995,31949.77899999998,10648.288200000003,6643.765500000004,6121.659400000001,0.0,206.10390000000004,24914.531299999977,2930.103800000001,279.69049999999976,653.6205999999995,3376.954599999997,2633.2452000000003,1466.1286000000016,51425.186800000025
1418.5689000000004,9736.515000000003,2715.1858,2710.966799999999,1917.0128999999984,0.0,3172.9543999999987,3735.4343999999983,1814.5363,0.0,132.09460000000004,1372.1167999999984,2001.6990999999994,861.8585000000002,14019.1822
58248.22289999996,245344.44499999992,70587.46539999997,29129.258700000024,40597.12499999998,144.77750000000006,4980.271299999999,130606.15089999995,20095.034400000008,2094.7402999999986,4943.492799999996,29131.446499999995,29260.53249999999,10079.552899999995,300293.1463000002
12762.426300000008,73689.07999999997,40614.63080000004,11376.44169999999,19016.997800000023,0.0,949.0832999999999,52246.97009999998,16024.689500000015,629.0113000000006,2265.3533999999995,8717.416900000006,9647.438799999998,4577.873800000004,125954.03739999991
2444.6897999999983,16319.463999999989,8862.537300000002,4263.884300000001,9228.884600000005,0.0,987.5354000000008,9302.295099999996,2524.145999999998,155.28179999999995,660.1067000000002,1179.211599999999,2106.4286999999995,862.2544999999998,35356.96289999997
0.0,1718.4259999999995,0.0,344.8781999999995,241.21699999999998,0.0,0.0,717.7821999999995,0.0,0.0,0.0,1.0534999999999999,52.27099999999998,69.3316,1131.0241000000008
5239.1448,31652.53099999999,13475.497500000016,4278.590299999997,5454.178000000007,0.0,362.8823999999997,19174.526700000002,5255.951399999998,219.40789999999993,749.6581999999994,4748.074900000004,3544.3527000000017,1210.8960000000009,51197.004999999976
1172.0546000000008,7485.957000000006,2809.8961000000004,1714.0056000000002,1683.8784000000003,0.0,64.32699999999998,3135.429500000003,493.5721999999994,76.9428,264.07919999999996,708.8879999999999,1915.1264000000017,565.5377000000003,8588.284899999995
9210.40060000001,44344.54699999999,23225.74999999999,7234.776200000001,9562.636000000004,0.0,740.5814,34852.64969999998,5045.707000000006,1419.060200000001,1266.341,6834.709999999996,6260.601999999997,2744.2304,65533.53250000006
10499.660600000008,41099.69099999996,23310.47720000001,5277.008100000004,8623.031399999994,0.0,1147.9294999999995,24318.47800000002,11692.87190000001,532.8480999999997,1150.3558999999984,5560.5392,8293.254599999998,2509.476100000002,68167.33320000005
10963.689499999995,53169.88800000004,24837.430700000048,11760.128400000012,16227.124400000022,0.0,432.0779,31196.01629999999,6445.614199999994,810.6243999999992,1388.2186999999997,9014.237699999985,6419.120100000004,2368.3646000000035,73880.22949999996
19316.56079999998,127024.24000000009,31131.4406,18374.231299999967,30257.9353,304.11089999999984,4570.137100000002,89788.94770000009,15412.321299999994,982.4262999999999,7113.793799999994,12323.062900000004,14717.337799999981,9291.4051,196308.81619999988
58228.28100000006,246951.48699999985,110555.15930000012,47965.99249999998,54040.31810000006,814.7844000000006,10146.008300000005,227128.3993000002,41288.912700000015,4352.346099999994,6894.023900000003,35237.033400000044,47012.47809999999,21510.869600000024,432591.2498999997
10963.689499999995,53169.88800000004,24837.430700000048,11760.128400000012,16227.124400000022,0.0,432.0779,31196.01629999999,6445.614199999994,810.6243999999992,1388.2186999999997,9014.237699999985,6419.120100000004,2368.3646000000035,73880.22949999996
8997.232600000003,51040.04399999997,26663.46519999998,13134.216600000002,18721.29360000001,79.06439999999999,1284.2032999999988,37534.32329999999,5799.670500000004,319.90240000000006,3174.8536999999983,6993.640599999997,12666.547799999991,6483.5374000000065,98803.9203
40691.56420000001,173247.88100000005,86510.48350000002,31564.0364,33853.02360000003,13.630000000000003,6077.701799999999,129264.06720000014,32650.601499999968,2703.1453000000015,3964.256999999999,18692.890000000018,20852.08650000002,16365.395399999981,286991.4752
9325.961299999995,35168.179,21592.590900000032,6020.885000000002,8099.514199999997,0.0,477.0025000000002,26050.01080000001,9497.701500000003,340.12660000000005,1394.469600000001,5354.852599999999,6697.0087,2981.378200000001,62312.08359999995
12266.381400000006,56482.62899999999,32113.33930000001,8573.639900000004,8908.229200000009,0.8809,874.9637999999994,40758.09279999998,7256.399199999997,697.0959000000003,1265.644600000001,8173.196699999998,4976.530299999996,3277.2416999999987,98813.80269999996
39550.24590000006,178672.69400000005,74113.40590000006,25896.821100000012,28439.165200000014,4.5131,2879.6251,100051.36110000005,12651.391099999997,1801.040700000001,3737.1796000000018,19542.927800000016,16318.0093,10322.362300000006,265932.3793000001
12817.65480000001,59309.530999999995,34541.694500000005,8810.810700000004,8967.478900000006,0.0,926.5072000000006,41272.182400000005,6811.5185,708.3499999999996,1252.6316000000008,8111.524300000003,5149.462199999997,3388.3965,100197.69210000004
39824.56990000006,181911.237,80294.50849999995,25981.393000000007,28479.416100000017,3.7439999999999998,2948.6238,99603.83480000006,14746.921300000004,1739.883800000001,3835.725999999999,20061.102900000013,16131.5599,10572.211899999995,270943.0761000001
40037.11170000003,172144.28400000007,86028.10130000008,31803.431000000015,34126.68439999999,10.036800000000001,5760.415699999997,128819.61840000004,34946.08480000001,2289.7722000000003,3885.9471999999987,18741.567099999997,21242.592700000016,14469.606599999985,300924.72140000004
8530.193399999991,33635.188000000024,22823.456500000026,6059.908400000003,7660.108300000001,0.0,443.8628,27422.661300000014,10365.225400000007,384.7910000000003,1345.9702000000016,5573.859099999999,6671.884699999998,3113.9148999999993,62250.37989999997
5708.473100000002,29219.052999999993,10949.40220000001,7020.362500000007,6031.975500000003,0.0,245.3822999999998,25603.0816,2995.7211000000007,289.9093999999999,663.4107999999999,3331.385999999999,2750.9994,1491.8912000000016,54739.49130000005
1166.6130000000007,4926.785000000002,10237.5571,2546.5498000000016,5837.683600000002,0.0,1567.8205000000016,11869.871399999989,3684.957899999998,159.09870000000004,677.1376999999998,2333.3935999999976,3384.4676000000018,2472.808199999999,45163.32989999999
59919.5217,254494.1280000001,75876.83249999996,28938.421600000012,43178.22800000001,139.00220000000002,4802.872799999998,126840.09740000003,21411.349899999997,2427.7847999999994,4770.202099999998,31062.404099999978,30458.64189999999,11269.662200000002,303591.3766
565.1345999999999,1939.9289999999978,1082.2159,732.6247000000008,1774.9364999999996,0.0,142.04600000000008,617.8710999999996,1.5816,0.0,78.63260000000002,243.8750000000001,215.69139999999987,91.75699999999999,5875.631000000001
1484.720800000001,9754.119,2552.310999999998,2800.7374999999993,2097.2892999999995,0.0,3292.7128999999986,3746.7101000000007,2230.6056000000003,0.0,129.59060000000002,1364.0721000000015,2021.6824,870.3797000000008,14795.539700000005
9599.759600000001,30342.92600000001,18436.740299999998,7473.0551000000005,13491.6872,81.3583,1434.0214999999996,16957.18379999999,6660.6720000000005,150.48519999999996,1708.5713000000003,2315.4025999999976,3222.4582000000005,1477.4488999999999,80381.09050000002
1701.4567999999997,7656.251999999996,4055.2590999999998,690.6917000000003,2279.952699999999,0.0,7.775400000000001,3331.627499999997,269.1125000000001,0.0,269.65990000000005,396.45930000000027,907.9640999999993,222.8666999999998,15308.302599999994
3455.3100999999997,14380.457999999995,7615.087100000002,3237.9261999999994,3893.5573999999974,0.0,808.5935000000006,13155.007799999998,1459.1544000000001,463.1049000000002,382.62980000000033,1469.6123000000005,3449.9578999999985,1032.027,29279.24609999998
36129.485900000014,203714.441,58167.32320000001,27928.04980000002,39354.295800000036,0.0,4341.836400000002,113909.51410000001,13208.529999999995,1619.2574999999995,4011.7613000000024,21698.734000000004,20427.64830000001,10956.153599999998,358748.94539999997
1659.2891,5916.038,3410.351900000001,1435.4560999999992,1891.2005000000013,0.0,0.0,2858.405100000001,1175.6683999999989,0.0,75.85770000000001,492.6598000000003,598.0990999999996,395.87430000000006,14261.5956
559.9067999999995,4297.216000000004,818.0751000000002,1848.9326999999978,2072.587500000001,0.0,749.7987000000003,2765.771800000001,0.0,0.0,0.0,719.9484,679.6947999999996,466.50100000000003,4537.056199999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454.2127000000005,9272.60499999999,2380.2889,1707.2448999999997,1876.457700000001,0.0,336.6561999999998,2246.1584000000016,24.679900000000004,145.61569999999986,152.5110000000002,1001.1859999999994,1611.8930000000014,674.3450000000007,10946.97849999999
11191.609800000002,50591.03800000004,26085.69470000001,10990.88879999999,13993.775200000011,0.0,427.379,30679.596799999974,7292.696699999995,843.6647999999988,1759.5288000000014,8826.330900000003,6360.732199999996,2548.5632000000005,75054.86389999998
19099.618300000002,132758.914,33095.93540000001,18123.32349999999,30735.032200000012,282.1093999999998,4638.558399999997,90943.2291000001,16095.708300000008,1068.556,7314.806499999997,13092.988500000003,15425.025299999996,9323.551799999996,196581.99499999997
11191.609800000002,50591.03800000004,26085.69470000001,10990.88879999999,13993.775200000011,0.0,427.379,30679.596799999974,7292.696699999995,843.6647999999988,1759.5288000000014,8826.330900000003,6360.732199999996,2548.5632000000005,75054.86389999998
58594.90969999995,248299.25399999975,109817.82810000009,50724.07140000001,53886.54640000001,773.7122,10086.35529999999,225624.14320000017,42781.832000000024,4063.374600000002,7372.301999999999,36932.02970000002,47083.68319999998,22389.91730000001,451285.9276000001
9771.411299999996,55514.519,30246.1449,14397.0989,18632.261899999994,110.08149999999996,1405.9353999999994,38972.20310000004,6427.758400000003,326.1589999999998,3237.616699999998,7995.474800000005,13339.514,11247.459699999992,104011.42300000008
2500.762499999997,17702.85699999999,9922.676900000002,4551.306399999999,8923.929900000006,1.3928,838.6220999999998,8762.1392,2689.5933000000023,193.7205,732.1529000000005,1221.2034000000008,2222.5923000000016,1214.0371000000002,38181.5599
0.0,1877.5769999999995,0.0,476.3425000000003,245.60519999999988,0.0,0.0,726.0568999999989,0.0,0.0,0.0,54.4524,64.2457,54.35739999999998,1352.1426
13024.4805,75559.46900000003,42549.96939999997,11768.697799999993,19153.245800000015,0.0,938.2020999999995,54102.74900000004,17447.325799999995,775.1030999999998,2126.9789,9274.632900000002,10243.944400000004,4175.1382,132847.7178
1244.9096000000002,7665.600999999998,2656.4414000000006,1658.4269999999995,1972.4311999999984,0.0,68.05000000000001,3306.4061999999994,574.1260999999994,124.05490000000002,290.3234000000002,739.0156000000005,1973.910100000001,567.1621999999999,9799.5882
10821.838200000004,41165.06599999999,25635.68210000004,5641.8350999999975,8725.4301,0.0,1044.2900000000013,23818.53380000001,12225.787100000021,532.1740000000004,1040.4471999999996,6244.5232000000005,8397.5451,2689.077200000002,69860.30939999993
5283.705100000005,30590.54,14463.154200000008,4432.986100000002,5132.670599999999,0.0,396.7006999999997,20018.330499999993,5557.178200000003,207.80989999999997,763.0518000000004,4972.308199999997,3473.3301000000006,1276.4500000000003,51896.656500000005
9424.865200000007,42395.85000000003,24078.03669999999,7375.86,9872.628700000003,0.0,742.1505000000003,34504.580899999986,6589.447399999999,1361.8148000000003,1618.5747000000006,7499.2916999999925,6402.607600000005,2636.539900000001,66596.62460000004
1452.3434000000009,7664.942999999996,3955.4071999999974,2336.2749000000003,2799.9344000000006,11.239699999999997,765.5680999999997,7824.541500000005,2394.2558000000017,404.75939999999997,679.3157000000003,2125.4230000000002,1407.1546999999991,908.5670999999996,19563.201799999995
10397.575699999989,74889.48899999996,19137.1602,5794.920900000006,10104.9836,20.7269,786.4607000000001,37644.8802,9807.689600000005,784.3565000000006,1370.0757,9459.40509999999,10944.924599999997,3455.438400000003,89734.12350000009
29521.176900000013,159976.22600000002,89350.2845,22081.370300000017,40780.42239999996,580.2360999999994,2136.561,107234.202,15763.232000000007,1346.2548999999997,4709.520200000002,17007.334200000005,22064.3368,9711.28770000001,249701.68969999987
14984.545200000002,70319.07900000006,35545.998700000026,9929.753799999993,11972.240700000006,0.0,601.8368999999999,37419.97580000002,4360.759,860.9836999999991,1747.237700000001,7933.360600000007,6905.194000000005,3430.071200000001,96606.76659999999
914.1267999999999,4391.998999999995,3389.955399999997,943.9336999999995,1182.2668000000006,0.0,13.935099999999998,2884.2995000000005,632.2988999999999,0.0,340.35870000000034,447.54470000000003,400.56740000000025,314.7623000000001,7092.406699999997
88741.4125,549755.6010000003,128911.948,62873.04800000001,78350.95420000012,1023.4003999999998,22113.087200000005,251573.29319999975,80691.30119999999,12403.965400000001,13174.729100000002,77736.17220000003,75343.93020000002,28806.208099999985,610287.6947999998
170661.8751,1140966.7379999997,232458.30439999976,103164.73009999996,145142.44109999994,2559.840100000001,35142.17259999999,523237.3400999999,98298.26320000004,27871.444700000004,22976.533499999987,173409.5658,108901.63119999999,50147.20620000001,1167877.1345000009
