spice,tea,cpi_1,cpi_2,cpi_3,pasta_value,legumes_value,bread_value,flour_value,rice_value,groats_value,potatoes_value,сucumbers_tomatoes_value,vegetables_value,roots_value
28.84479999999998,72.76600000000003,5477.248800000004,4690.122000000004,5552.063000000002,2528.281499999998,474.78359999999964,5600.971800000003,1541.7304000000006,900.8553999999998,1726.5462,1990.5974999999996,1447.9102999999998,1833.6107999999995,1369.5487
61.98350000000002,88.89910000000005,6464.248100000002,5532.517100000002,6341.395900000002,398516.9664000002,65855.97120000004,750440.3705000003,116674.15779999988,77307.1715,194841.76569999979,606733.3376000003,300876.77519999986,215236.16250000012,270546.0782000004
27.719700000000007,61.956499999999934,4330.272999999998,3703.3859000000007,4386.970999999996,20629.294099999992,4492.0017000000025,72611.51869999996,13707.509199999999,7236.529000000001,15518.36570000001,15196.913100000003,11308.320999999996,11167.943499999996,13283.715299999998
29.10199999999999,62.38020000000002,4937.194500000001,4206.7163999999975,4942.275,23539.713800000023,5774.738000000001,86246.65550000008,16950.680000000004,7842.537499999998,19707.65830000002,32431.018199999995,17780.927900000002,14539.660099999994,15511.985299999995
32.506199999999964,62.94650000000004,4766.9918,4082.3329999999987,4806.325799999994,13162.686599999992,3644.575399999999,34266.20049999998,7381.235299999996,4110.808999999998,8146.284399999988,14274.432600000016,5954.2109999999975,7285.821500000007,9360.18950000001
32.4463,62.936199999999936,4685.0455,4001.555500000001,4653.324600000001,20196.2525,5873.4464000000025,105980.49339999995,25544.291699999998,8687.541899999997,19413.98249999998,34695.65420000003,14930.659900000004,15967.754700000005,15461.442100000007
30.686199999999968,66.41410000000002,4776.514500000002,4084.002700000002,4780.855699999998,39397.3496,8834.936599999997,156062.5937000001,28839.634699999988,13298.505899999991,28090.903800000015,55753.42929999998,18181.997100000015,21738.96080000001,20671.386600000016
26.395400000000006,62.48089999999998,4779.7423,4070.835199999997,4883.663500000002,49196.35420000001,8777.801899999995,87008.74849999997,43240.741599999994,15034.051699999995,31652.691499999986,26068.361099999995,18599.857400000004,23069.541000000005,13951.973299999996
28.61720000000002,61.57830000000003,4537.615500000001,3892.884,4545.021599999996,44063.23359999996,12601.353100000006,120373.49930000004,28776.374500000016,13870.854799999994,26699.871300000003,86722.0657,19569.55680000001,29567.952599999993,33096.44039999998
28.661399999999976,65.92669999999998,4615.908599999997,3929.2853999999975,4560.6671,25177.751200000006,4639.433399999996,73422.7331999999,13271.796600000007,7073.012799999997,17115.227000000003,22484.026799999996,17221.483400000012,7965.602199999997,8271.983599999992
27.24910000000003,62.73970000000005,4588.609900000001,3941.4554000000035,4553.219200000002,20195.427000000003,4960.280499999998,58019.506299999965,11368.797200000003,6262.4714,13655.641799999998,22914.875799999994,11085.7866,9036.466000000004,9112.379399999998
35.92680000000004,82.66579999999996,5746.522600000001,4934.769299999996,5810.323699999996,11295.588300000005,2147.9557,28717.75649999999,7355.694999999991,2799.517799999997,5283.6170999999995,27213.746999999996,8652.467099999998,8478.420999999991,7665.984500000003
31.011200000000017,68.59019999999995,4948.367099999997,4258.1237999999985,4934.399300000001,22182.898199999992,6111.721099999998,95080.35910000002,26793.1132,6986.303700000007,20594.361500000003,23149.7071,4265.113900000001,10476.274900000006,13760.711699999996
35.145699999999984,92.663,7660.753599999996,6569.884099999997,7909.140799999999,674.3902999999997,95.27409999999996,2646.3823999999995,248.46939999999992,191.6047,317.6441,329.26520000000033,421.38820000000015,184.65549999999996,236.50099999999995
45.48830000000002,117.68409999999999,9868.228699999998,8421.617700000004,10518.278500000004,470.87449999999995,9.470400000000001,1318.8947999999998,129.53029999999998,121.10270000000004,309.03569999999996,1302.9894999999995,80.11929999999995,308.32050000000015,303.3929000000002
38.60319999999999,78.86089999999999,5433.7058,4664.236200000001,5469.494100000002,31077.157199999994,7143.906000000002,84534.84820000001,27872.848800000014,7823.677000000001,19109.3693,64548.898100000006,32387.460700000003,25860.438600000005,24511.025299999994
39.79340000000003,84.13699999999999,7010.952799999998,5968.475900000003,7081.861800000005,5189.893899999995,1022.809500000001,22075.069199999965,2107.5357000000017,1514.0187000000005,2754.652400000001,2556.1599000000015,1868.9821999999992,2363.047400000001,9305.668899999999
31.737099999999984,71.76490000000004,4970.059099999996,4264.240200000003,4990.9443,21022.91820000001,4861.8396999999995,84098.91510000004,13775.187499999998,6596.860199999999,16334.673900000016,24007.536800000013,14520.50020000001,15474.221700000004,13885.574400000005
26.259,62.06919999999995,4390.493800000002,3754.5141999999973,4470.857499999999,62330.33809999995,12956.676199999998,187875.6579999999,44990.643000000025,16204.863299999992,43266.3398,50715.82699999999,35907.5869,36174.69179999997,19755.259399999974
37.017800000000015,71.32950000000008,5741.9465,4898.794400000002,5565.810499999996,22038.024600000022,3959.962199999999,64376.26789999999,14804.184699999989,7263.8245000000015,12921.45219999999,33558.37859999998,15521.595099999984,12447.9911,14059.308600000004
25.63249999999999,51.01159999999998,4469.690499999999,3809.385399999999,4464.323900000002,23663.239300000016,6413.8678,80869.03660000006,19553.01909999998,6983.164500000001,17274.661600000014,25720.083400000007,13111.112900000002,9805.211100000008,7961.6323999999995
33.13479999999997,66.11889999999998,4536.550499999996,3891.296400000004,4546.648299999997,17851.25250000001,4138.824500000002,84179.72159999996,11700.2448,6624.115999999998,13267.056200000015,16418.763299999988,10367.792399999998,14584.394800000004,12694.127699999995
20.97480000000002,60.17340000000003,4134.733300000002,3575.341500000003,4301.440299999997,12992.056400000003,2950.1561999999994,45028.89810000001,10972.941699999998,4056.691,10526.0753,8387.88529999999,5205.077199999998,8066.736600000005,4792.072400000005
21.615500000000008,60.474299999999964,4505.714799999995,3856.179999999997,4438.8151999999955,14082.198599999989,3707.8072000000057,38606.61439999997,9259.07509999999,4991.355800000006,15646.61649999999,18226.508599999997,8612.021299999999,6864.567200000002,6366.2557000000015
28.847200000000026,68.19890000000001,4690.097499999998,4016.2657999999997,4704.040299999996,57710.12890000004,14153.919299999987,180808.42629999988,45252.2333,18426.530699999996,41437.5095,64752.064199999935,44161.8152,38342.60720000001,28949.256999999998
25.531099999999984,73.35849999999994,4995.014600000006,4251.901700000007,5048.459300000001,20359.341600000007,2554.6807999999983,29692.77320000001,16731.685200000007,5038.620700000002,12628.94040000001,7940.747900000005,6142.496599999996,6689.161000000005,4314.215800000006
31.516500000000004,69.77109999999998,4855.523799999999,4153.439699999999,4947.553100000002,36261.790300000015,7069.132799999997,98181.27410000016,29096.82089999997,8927.627799999995,21792.608199999988,38401.67979999998,30282.144999999986,21633.33,16363.390299999995
28.84010000000001,63.38950000000007,4568.249299999997,3906.1955999999996,4509.084799999998,21213.324500000002,5496.491200000001,70644.89949999994,14295.289500000004,5391.736800000001,15267.786700000019,23584.445400000022,13963.517799999989,12827.924199999998,12206.268099999998
34.435500000000005,75.89630000000004,5312.9141,4566.591800000002,5311.063399999995,4934.650100000003,1711.7751000000012,25716.111799999988,6437.717200000001,1892.665199999999,4778.645,8129.164999999995,1348.4390000000005,2566.1948,3760.8718000000035
40.5977,102.9466,8284.973300000005,7032.2401999999975,8603.605699999995,2623.4781999999996,683.2426999999994,6179.804399999994,1391.9565000000005,828.0243000000003,1570.5980999999997,2447.367000000001,691.5728999999999,582.4322000000004,1083.6513999999997
30.86799999999999,59.9181,4660.805299999995,4005.2461,4649.9736,21884.454199999993,5293.862099999991,103058.65460000005,17045.946300000014,7083.1133,16425.32,28169.65049999999,11122.9351,13684.696699999995,12377.426400000004
34.97650000000001,70.92609999999999,5509.707700000002,4680.020400000005,5333.7712999999985,39087.06829999999,8972.277900000008,122401.85969999999,26342.439600000005,12052.261499999999,29746.045399999966,87077.8362,38397.98040000003,31632.122100000015,35316.30229999999
39.41569999999999,76.82779999999994,5589.709899999999,4771.601300000001,5536.173599999998,204464.74650000018,49353.79000000001,597058.4246,115946.75709999999,62574.18629999998,138675.83079999982,396472.2321,188790.6048,176338.52310000022,179550.61430000013
30.908700000000024,65.27599999999998,5072.8593,4315.645999999998,4946.447799999998,13213.0802,3206.798799999998,39927.914799999984,7792.041799999994,3731.0000000000014,9805.4262,17153.039399999976,7732.189599999994,7535.734700000001,7364.515199999991
38.11120000000001,74.24280000000005,5723.422399999997,4868.566899999999,5605.354799999996,14487.897400000007,3984.225400000002,39038.50130000006,6523.706299999998,3558.135799999999,7546.272999999998,42391.24969999998,12936.395200000006,10845.245599999998,11995.171499999999
30.995400000000004,65.0379,4875.015700000003,4170.005399999996,4883.400100000002,62005.749800000034,16820.667100000002,224355.05349999998,36743.991700000006,20424.382699999984,43243.39129999999,63235.5169,44656.797200000015,28192.021200000003,33846.183000000005
29.012899999999988,63.98920000000001,4835.757700000005,4131.335599999998,4850.838099999995,63817.853800000026,12838.224200000002,149952.9223999998,46980.686099999955,16167.502299999993,91194.85689999994,58026.715900000025,36816.44010000001,36137.09709999999,23985.579299999983
34.01419999999999,71.96669999999999,4595.529000000002,3941.0533,4614.1111,34406.46109999998,8546.102700000007,98561.87759999989,25574.302000000007,10704.865,25571.983899999996,29262.156699999978,12289.819699999998,12534.223900000005,17008.708400000007
31.25299999999999,75.31509999999997,5753.924600000002,4922.940400000001,5934.467799999999,16060.059300000004,2415.9300999999987,37984.04630000003,11612.24200000001,4151.9948,12204.230300000007,5908.202199999997,7468.619099999997,5952.247400000006,4609.509399999999
36.69979999999999,77.46290000000005,6145.159500000002,5241.606999999997,6125.018100000004,26519.24149999999,5239.1525,51829.51040000003,16110.146800000011,8655.112199999996,17458.24630000001,17478.702999999994,15812.4302,10676.181500000008,13333.889500000008
31.890399999999996,64.88020000000002,5302.7886000000035,4519.676000000004,5213.158900000001,20193.17930000003,5639.205699999994,70767.85510000002,11499.336499999994,6501.125799999997,16044.894299999996,29874.895099999994,20136.028700000017,11608.099600000007,10303.332800000002
33.69339999999999,66.5831,4472.845399999997,3827.0050999999994,4536.930799999995,48513.400700000006,12417.336500000012,155927.7209000001,34669.00750000002,15768.201000000001,44267.57410000002,54203.35090000003,31826.628800000028,21569.210399999996,22159.829800000003
25.33750000000001,64.97209999999997,4534.464200000003,3881.8980000000024,4560.711299999998,35470.3681,6718.0430999999935,89936.33769999989,26597.597900000004,7896.14550000001,17063.590899999996,18790.212100000015,14020.85570000001,16534.924900000005,11098.24690000001
28.78549999999999,61.17239999999997,4500.059800000001,3857.7997999999993,4486.599999999995,13918.489299999997,3341.2406999999994,55156.677599999995,8977.467400000001,4582.110500000007,8856.3141,10269.095600000008,7202.8931999999995,8874.141599999992,7199.05899999999
28.267000000000017,63.148799999999966,4499.700400000003,3854.643600000002,4583.469900000004,30226.797599999976,7978.7559000000065,85973.06530000007,21517.28319999999,8274.643199999999,19707.19730000001,29830.311799999992,14124.903800000006,16034.169400000008,12315.525799999998
29.511400000000016,64.95980000000006,4569.2564,3921.084900000001,4578.321999999997,22502.68630000001,5180.696099999997,83936.76130000003,12752.32020000001,6711.469800000003,13965.262099999998,28978.237200000025,9034.505000000008,10048.355700000004,11037.217099999993
29.767600000000005,64.77839999999995,4800.676699999995,4096.3618000000015,4742.370000000008,5688.152900000005,1630.7440999999997,14962.353600000008,6691.542199999997,1856.2071999999985,3896.285799999996,7434.8905,2412.1509999999985,2809.411000000002,3056.0963
26.703500000000005,64.03419999999998,4462.537900000002,3821.6212000000023,4545.830099999997,4060.516200000002,409.3865999999999,7889.908800000001,3305.5964000000013,928.2027999999998,2249.7623000000017,866.7693,1423.1320999999991,1994.227999999999,1118.9631999999997
30.94059999999999,65.23609999999994,4519.6963000000005,3849.3960999999986,4500.5188,69681.81619999999,14100.639500000005,180990.90559999982,50724.11700000003,21378.648599999993,42087.07330000001,43985.80640000002,38805.25169999999,34328.14500000003,26364.55229999998
24.618799999999993,67.68230000000003,4715.175799999999,4024.6544,4906.5498,21721.512000000002,2716.6115999999997,46990.21560000003,33776.275,7033.646100000001,19293.190400000018,11976.292799999996,6806.737200000004,12095.753799999997,6188.479300000001
29.434200000000004,69.85580000000006,4795.392499999998,4091.078000000001,4662.005400000002,2880.024700000002,776.9534,9983.1161,1717.0505000000003,796.0504000000006,1967.7781000000011,3380.535900000004,1552.3934999999985,1214.0856999999985,1507.8191000000004
0.0,47.31499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.679499999999976,73.87819999999988,4949.717399999998,4265.737400000001,5101.644600000001,6184.407200000002,551.5582000000002,5411.154500000005,3159.6447000000003,1104.0754000000009,2590.2800000000016,1137.3460000000018,1053.7078999999994,487.06009999999947,494.4480000000004
26.57949999999999,64.12110000000007,4441.704799999998,3812.040700000003,4477.258700000004,3486.326499999999,464.4919000000004,6054.203799999999,3357.7816,965.7927000000001,1543.4188000000006,2701.5168000000012,782.5848000000002,1292.8310999999992,1622.2705999999996
34.699100000000044,97.20759999999997,6957.367799999992,5877.659600000001,7282.167600000008,15370.181200000023,1266.9557999999997,30723.834700000007,8834.428800000005,4531.270599999994,6163.672399999997,1937.3630000000003,1940.8145999999992,1641.0796999999993,970.9904000000008
25.168800000000005,46.730800000000016,6844.576200000003,5878.362900000002,7194.1367,3037.6241000000005,135.94010000000006,5610.638600000005,1620.911900000001,561.2017999999996,1251.5034000000003,1249.4060000000013,252.92769999999976,808.3472000000002,317.1542999999999
23.62059999999999,60.89729999999992,4516.921899999999,3866.330300000001,4568.963999999996,9613.619199999996,2951.0059999999985,34058.06090000003,5079.507599999995,2358.5301000000018,5748.723400000004,9024.7297,7151.792899999992,4881.860700000002,4981.6174
37.617599999999996,74.16900000000004,6499.291800000005,5583.065700000002,6552.602900000009,3506.2875999999983,702.9787,5887.250100000004,1670.2802999999983,967.5755999999988,1884.1375000000005,3007.104399999999,1355.5997000000011,1127.8513000000005,1213.3780999999997
32.005699999999976,64.77120000000004,4772.770500000001,4069.6832000000013,4768.3815,74054.9587,18153.10730000001,224655.5538,50306.11190000004,22095.424400000004,45726.22770000002,64915.368399999934,57654.06110000006,39285.08889999998,36867.09009999999
29.8688,58.40680000000001,4375.382799999998,3745.021600000001,4426.317300000001,23643.270699999994,5725.998100000005,82672.90130000004,19651.949000000022,9068.0004,18771.8858,14442.317000000008,12115.28720000001,9305.116399999997,8081.5846999999985
21.1432,57.56760000000003,4821.850900000003,4116.0876000000035,4952.228900000003,6887.825800000003,1587.3773999999994,16178.698799999986,6730.4708999999975,1928.3166000000024,5927.661300000003,3114.7081000000007,2669.3382000000006,3222.7645999999977,1936.6996
30.99309999999999,72.58550000000004,5746.487600000004,4867.0972,5757.797099999996,520.2101000000002,0.0,506.89540000000017,0.0,0.0,175.37669999999997,231.14410000000004,124.04429999999995,81.02969999999998,90.89570000000002
28.266100000000005,45.90249999999998,4617.4198000000015,3957.104399999999,4677.532400000004,10210.8727,2465.2818000000007,36169.0645,7696.386199999995,3615.122300000001,9753.846199999993,6353.2607000000025,6190.737599999998,4830.198199999996,4158.404500000001
37.00940000000003,65.07469999999995,4675.618100000005,4047.203399999998,4730.243700000001,2558.2979999999975,616.6967999999995,7398.173300000004,2579.927600000001,1199.4681000000003,1674.183399999999,2008.6169999999984,1136.3468999999996,1188.1974999999995,1241.9619000000007
29.225699999999996,63.49270000000004,5241.254499999999,4468.344300000001,5232.453400000001,16957.982199999995,4017.0292000000018,48006.133899999986,10983.643499999995,5052.593599999999,14346.0236,20080.38390000001,10349.573799999998,7758.781699999993,6764.423800000005
31.74470000000001,69.99339999999998,5238.399800000004,4459.833200000005,5122.571400000002,12209.049,3618.8972,38485.55539999997,6834.622600000003,3855.8127000000027,11104.595000000003,27685.976800000015,11591.327000000007,8920.512800000008,9666.850599999996
29.363799999999998,59.99130000000002,4441.109199999996,3814.382499999998,4506.654899999997,23220.452299999968,4446.3854,85828.55240000006,15994.492299999994,5857.434399999994,12775.971200000005,11206.525499999996,8784.854300000005,6141.436899999997,7135.158699999997
26.954100000000007,65.50719999999997,5543.752400000001,4717.617599999994,5569.536399999998,46480.04210000003,10271.582399999983,110935.35319999998,68905.96479999996,14050.995799999997,40777.86520000002,41255.86509999999,26659.975200000008,26931.543100000014,16995.618499999997
36.11690000000003,72.93630000000006,4855.273000000003,4145.6476999999995,4836.698399999999,100589.0167,32050.07980000005,313868.5460000003,71467.24739999998,29203.862500000017,74323.78760000001,115499.93840000001,53094.325699999994,54326.252800000046,54149.083000000006
29.363799999999998,59.99130000000002,4441.109199999996,3814.382499999998,4506.654899999997,23220.452299999968,4446.3854,85828.55240000006,15994.492299999994,5857.434399999994,12775.971200000005,11206.525499999996,8784.854300000005,6141.436899999997,7135.158699999997
33.40469999999996,80.11029999999994,6364.095099999998,5409.547200000001,6381.480499999998,31167.512300000024,5487.301299999999,67208.44779999995,14852.654899999998,12047.610600000013,22060.400699999976,15544.7799,16644.295200000015,11255.296300000002,12903.461000000001
32.84539999999998,68.48809999999995,4812.147600000003,4115.194499999998,4862.366199999999,62434.43810000004,20748.705799999992,258342.71540000022,47290.63919999998,18233.832000000006,55844.606699999946,81657.22490000004,23601.9301,34157.31130000002,37376.62090000004
28.534299999999963,68.66150000000005,4734.9957,4048.6396999999997,4700.531600000001,13571.2792,3271.4273999999987,44327.51349999999,7735.064599999995,3810.5507999999986,10118.305799999996,13100.175500000001,9456.863800000001,7774.971000000001,7106.4027999999935
34.236099999999986,64.81279999999994,4924.381699999996,4196.987500000003,4947.7309,20534.50310000001,4109.849899999997,63494.487200000025,15364.145399999994,6174.667600000004,14161.155800000008,19305.38149999998,11933.502400000012,11809.971100000006,10752.444000000001
32.27059999999999,64.414,5117.138299999999,4359.7595,5066.920300000001,56871.2143,15433.558400000002,154108.46399999995,38540.863399999966,17140.0799,39939.2186,98862.8026,26740.365299999965,40042.32569999996,38357.684899999986
33.9923,67.29869999999994,4923.9506999999985,4200.792600000001,4898.254900000001,20964.4182,4236.887300000001,64602.465899999996,14715.213900000006,6453.862100000006,14898.62350000001,20084.538000000015,11965.137800000004,11965.3249,11190.739500000003
31.781800000000008,64.3451,5082.367500000006,4331.492000000002,5062.266399999992,58366.66970000003,15264.035599999997,155146.46049999996,41482.268399999986,17923.132300000012,40542.91970000001,97940.80900000002,28909.96999999999,40479.457299999995,38695.255699999965
32.28929999999999,69.01710000000001,4763.473999999999,4071.991,4784.078699999999,63392.43200000002,20003.339599999996,272919.45059999987,47089.70320000002,18856.41089999999,55925.53389999999,84935.09320000005,28272.297800000015,33239.47380000003,37174.40720000006
28.6635,68.51820000000002,4696.6338,4017.2489,4669.654099999997,13182.737900000002,3216.645399999998,45078.41609999997,8012.218399999999,3713.9856000000036,10003.857999999997,13337.345099999991,8637.129700000001,8148.706899999998,6871.286499999999
24.310200000000023,59.103700000000025,4452.428599999999,3807.5272000000036,4528.484500000001,9717.87189999999,2954.6823,34225.04649999997,5048.868300000003,2356.139600000001,5844.163299999998,9480.830699999997,8043.526799999993,5176.6741,5108.840700000002
36.81109999999997,94.5785,7067.817799999999,5981.122300000004,7379.3427,15342.809500000007,1610.8912000000003,30682.445900000006,9242.760800000004,4446.2201000000005,6356.933300000001,1833.4705,1995.0957000000024,1747.484400000001,987.4778000000009
31.371300000000005,64.73399999999997,4817.943600000001,4096.017900000001,4804.707500000001,77435.92079999995,18755.337699999985,228151.6098,50922.895399999965,23428.71179999998,49111.45879999998,63792.33359999997,56320.36219999996,38661.29979999999,38445.4769
24.892399999999988,44.996999999999986,6853.080799999995,5871.673200000003,7196.120100000001,3373.035200000002,142.28390000000005,6052.524700000005,1792.9800999999998,654.5096999999996,1346.6248000000005,1261.7060999999994,251.92439999999988,808.2263000000002,351.9597999999998
35.2145,69.4607,6497.4685000000045,5582.732000000001,6548.711300000004,3326.5339000000026,753.3766000000007,6066.307599999999,1652.1804999999981,932.0107000000012,1916.4430000000007,2995.8455999999983,1372.9226000000003,1018.4045999999984,1313.1523000000004
24.403800000000015,67.429,4705.660499999998,4017.5763999999986,4881.685200000002,22485.597200000007,2653.0789999999984,49295.74470000006,33023.76450000001,7319.525300000004,19737.765999999992,11480.087600000003,6726.4056999999975,12996.061300000008,6157.047499999997
26.441399999999984,60.618799999999986,4450.438900000003,3809.210100000002,4534.062200000004,4396.425000000004,442.94929999999994,8977.334599999995,3763.040899999999,1014.4622000000006,2591.209100000002,985.0098000000002,1381.6275999999996,2017.016099999998,1113.4993999999992
30.226299999999988,66.10079999999995,4794.638399999997,4108.678300000001,4743.5689999999995,6201.2153,1670.4125999999999,15853.081700000002,6738.339899999999,1961.4417,4397.896399999995,7248.6132,2343.7971,2988.155499999998,3148.2064000000014
30.993400000000005,64.38279999999995,4515.124499999998,3843.7674000000015,4523.420599999997,70576.61559999996,13525.593300000015,181323.86720000004,52267.739600000066,21518.41059999998,42358.19319999999,43666.802899999966,40246.2943,33645.07250000001,26579.795999999995
26.765299999999996,62.37489999999999,4437.4293,3815.0791999999983,4455.330600000004,3427.8915999999986,450.82559999999995,6348.037399999998,3402.0631999999987,1057.920699999998,1632.1688999999983,2792.607700000001,739.8208000000004,1342.3037999999995,1696.4280000000012
44.51190000000003,73.63500000000008,4969.944500000006,4286.361399999998,5090.7763,5740.416800000001,594.6302000000003,5421.639400000003,3137.2770000000005,1150.9781999999993,2268.958300000001,1209.7010999999989,1044.8977999999997,552.2714,423.74000000000007
0.0,32.8329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.536299999999997,69.05930000000001,4764.433400000003,4082.1540999999997,4630.4217000000035,2987.311200000002,774.1282999999999,10522.313300000002,1914.3879999999979,775.6518000000012,2049.068900000001,3278.7931999999996,1539.6805,1227.4273999999987,1521.0003999999994
27.117000000000015,53.73629999999996,4393.775799999996,3794.376400000003,4478.003800000002,23698.377800000006,4772.235799999997,86716.23159999993,14429.737699999983,6055.773999999996,13518.122599999995,10667.634899999994,9387.957400000007,6323.438900000003,7675.977700000006
26.89979999999998,66.81499999999998,5502.402300000001,4691.066400000001,5512.650499999998,49407.8749,10615.001599999996,112412.8196,55160.47739999995,13995.872900000002,40311.61520000002,41916.75460000001,25662.245800000015,27564.74880000001,17742.067799999997
27.117000000000015,53.73629999999996,4393.775799999996,3794.376400000003,4478.003800000002,23698.377800000006,4772.235799999997,86716.23159999993,14429.737699999983,6055.773999999996,13518.122599999995,10667.634899999994,9387.957400000007,6323.438900000003,7675.977700000006
39.24899999999999,72.24100000000003,4906.2975,4182.950099999998,4838.176500000007,104775.69260000001,30514.435899999997,320300.0110000003,71432.60670000003,30022.138000000035,72817.91840000004,127526.92000000006,52484.4634,54230.20369999996,57673.83370000001
32.78400000000004,82.90760000000006,6391.402599999994,5456.3022,6401.206099999999,32215.4529,5280.132499999998,75162.94680000003,15586.230800000018,12692.994999999988,22877.14969999997,16179.953500000003,17146.271700000005,12166.862599999993,13215.569199999994
21.17480000000001,59.37850000000001,4722.905000000008,4034.028699999995,4867.204600000003,7516.381999999999,1614.0061999999975,17532.52229999999,7155.997699999994,1972.4626999999998,6463.216200000004,3098.032099999999,2899.7319999999995,3542.6663999999964,1997.5979999999984
33.244200000000006,82.95519999999992,5787.993900000004,4902.5404999999955,5750.854300000004,637.3856999999998,0.0,534.9622999999996,0.0,57.368499999999976,222.07160000000005,212.38129999999998,166.67030000000003,78.64810000000003,118.16320000000003
30.640400000000014,58.50880000000003,4351.946900000003,3718.280399999995,4380.892199999995,25153.909000000007,6015.8833,84519.52780000001,21632.919800000014,9334.767199999998,19340.990300000016,14537.2778,12855.959500000006,9290.418100000004,8419.414900000005
38.841000000000015,72.91509999999998,4721.178499999999,4069.0314000000017,4777.038499999999,2750.7831999999976,526.6856,8230.24440000001,2942.685300000001,1095.8277000000007,1683.3318999999995,1896.4490999999991,1380.3067000000008,1327.254500000001,1362.8562999999988
31.69659999999999,66.07179999999993,5176.371200000005,4414.491600000005,5047.117299999994,13165.210899999995,3614.0949999999993,39572.218000000015,7641.249100000003,4076.995899999997,11390.786800000009,28516.974099999992,11714.285000000005,8845.532200000005,9779.308899999987
29.35570000000002,49.69829999999999,4654.3130999999985,3986.3566999999994,4776.6840999999995,10613.864400000002,2595.761800000002,36890.35490000001,8715.0967,3837.1590999999985,10699.013700000003,6256.775599999999,6627.5198999999975,4964.715899999995,4249.318299999999
29.89939999999997,62.90870000000004,5248.300100000001,4480.402699999999,5234.988900000003,18204.052899999988,4239.265000000002,52551.363299999946,11457.276600000001,5304.416599999998,14841.9542,20542.561600000012,10235.395899999992,8496.274899999997,7871.979399999999
39.13830000000003,82.9948,6994.2373,5954.126800000003,7083.219500000003,5242.681500000001,916.8537,22089.756199999978,1830.033000000001,1458.5551,2515.101700000001,2549.6961000000015,1467.5261000000005,2223.7291999999998,9043.9475
36.02799999999997,74.3989,5758.012300000001,4901.134500000002,5548.932499999996,24707.118400000014,3761.190800000003,66449.60539999996,13379.884899999994,7629.398700000004,12958.663299999998,31790.396900000003,17475.616499999975,12259.402699999995,14704.19950000001
26.248900000000017,61.66689999999998,4376.647399999997,3743.6593999999964,4460.765100000003,65061.93409999996,13325.640499999998,192813.0521999999,48164.01549999997,16644.081700000006,46523.6173,51735.390100000004,38500.90479999998,37907.33359999997,20103.447099999983
