cheese_value,egg_value,margarine_value,oil_value,salt_value,spice_value,tea_value,ai92,ai95,ai98,dt,ai92_value,ai95_value,ai98_value,dt_value
94.71809999999998,7551.03,0.0,227.36129999999994,0.0,491.9189,358.2679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12342.179599999992,549325.2283000001,769.9293999999998,17594.103999999996,6152.410600000004,33459.1885,30463.875400000015,42.95349999999995,45.87739999999997,49.35750000000003,53.30370000000002,647219.8844000001,324812.0903999998,377.2271999999999,56875.26100000004
2375.4559000000013,66430.6259,0.0,2162.7992,907.6862000000001,9838.382399999997,6991.656900000006,46.63299999999998,50.10520000000003,52.45000000000002,54.68120000000001,203285.69680000006,45478.71710000001,6894.970699999996,5515.3952
7128.9532,381333.87890000007,400.1670999999997,16799.956299999994,4660.953000000006,23144.559100000017,23925.51940000002,39.924200000000006,43.22800000000002,50.29980000000001,44.61500000000003,329848.82329999993,308396.9415000002,361.75029999999964,179209.32519999985
15617.393499999996,901427.0494999998,1843.093299999999,43074.16880000001,16103.983600000003,80759.70799999998,65847.30630000004,40.475200000000015,43.32730000000002,50.42610000000004,46.80459999999999,860961.6126999999,548659.8358999996,4624.227800000002,231974.90970000013
6496.502799999995,345278.94700000016,225.19860000000006,14108.053500000002,6013.183699999999,23760.415100000006,18820.7887,44.40160000000001,46.491499999999995,52.22489999999998,48.13039999999999,303974.5097999999,139623.64879999994,597.6833000000005,233516.89350000015
8364.2194,353563.1960000001,333.0988999999999,16944.69159999999,6160.259399999997,26698.455700000017,30550.65390000003,41.42010000000001,44.90249999999996,0.0,47.113,533878.9057000001,154635.43169999987,0.0,137672.71979999988
6782.601899999993,305664.4190999998,369.4056999999999,18178.721499999992,8034.796300000008,23224.81519999999,21340.67689999999,41.69279999999996,45.05930000000005,49.81399999999998,46.612099999999984,328214.4266999999,134409.0007000001,343.03170000000006,81796.85090000014
3369.996900000002,201182.58590000015,388.5116000000001,11887.791099999984,3542.1056999999955,18301.311499999993,18431.2419,40.417099999999984,43.50180000000003,46.82800000000008,46.87440000000003,324636.69589999976,93377.22270000001,579.5759999999997,53132.540599999986
4795.490899999999,173305.49749999997,186.17950000000002,10898.365100000012,4424.214399999997,17208.47270000001,15969.465999999999,41.57439999999999,43.63510000000005,46.78899999999999,46.55170000000002,199949.6153,128699.89840000002,701.7414999999997,91294.51290000002
31203.917200000007,1022849.088800001,2154.2732999999994,47024.538199999966,12600.577099999997,79007.71759999996,87426.86290000001,40.18840000000003,43.9969,49.59120000000001,46.7579,1244179.9080999997,529094.3033,579.4122000000008,268180.5369999999
4447.688499999997,173948.333,990.1559,9607.69440000001,3374.5546000000013,19669.57090000001,22094.4772,44.0888,45.042499999999954,50.45970000000002,52.9108,344256.84669999965,112464.80609999997,4137.714300000003,38021.09980000002
11849.692000000003,513372.58760000026,677.3959000000004,24492.705599999998,7968.3639,40452.34390000002,43064.89239999999,40.424700000000016,44.52099999999999,49.7686,48.929500000000054,735455.1970000003,391435.7516,2183.6671000000015,128584.87300000005
6672.810300000005,279756.1030999999,367.88939999999985,17159.035599999974,5850.389299999998,24581.56380000002,30063.52429999998,40.72820000000004,43.55540000000005,47.24240000000002,45.29640000000005,472766.2465000006,146573.44210000007,15445.58219999998,77678.09229999999
1999.2614999999996,90184.9612,91.45290000000004,4154.899400000001,1384.5542999999993,7368.740200000005,6645.2956,47.09550000000001,49.90770000000001,56.54280000000001,50.97809999999998,72513.79489999992,159367.2911,2818.8012999999987,75160.06439999999
1276.5550000000014,41954.713200000006,0.0,1326.5276000000006,517.9278,3434.2008000000023,2716.4044,49.8372,54.97579999999994,0.0,56.19299999999999,106719.24900000008,13817.768900000003,0.0,10477.147799999999
6873.202399999998,295999.3119999999,481.4381000000001,17925.190799999993,4432.761599999994,23852.12289999999,24496.86919999997,42.30659999999998,45.788599999999995,50.2151,46.61999999999995,448570.7286000001,243833.00069999992,215.8215000000001,125723.14470000002
16853.616399999995,843450.5571,836.1475000000002,30680.24870000001,8087.661400000003,50847.59520000001,49236.970200000025,41.36580000000003,45.348500000000016,53.999599999999944,47.41590000000003,592406.9490000005,646187.6220000002,7731.699000000004,328368.16749999986
94808.92189999991,4307786.4343000045,3673.5944,151857.25729999988,40950.24469999998,246616.87950000007,211553.1223000002,41.30629999999996,45.798500000000075,51.69609999999993,46.227499999999964,3510358.3054999993,3565356.0079999994,10896.806799999997,1342337.2565999988
5203.804500000002,228281.80339999998,223.28650000000016,10228.320600000008,2628.445499999999,15170.1001,16098.097100000008,41.52490000000003,44.709599999999966,53.70379999999996,46.97749999999999,245387.7055000002,134413.46159999998,702.1155999999999,51882.748
6718.780100000003,348347.24019999994,169.69159999999997,8608.846899999991,2724.516400000002,22934.201400000005,21341.009399999995,42.52500000000007,46.05390000000003,48.69999999999991,49.971700000000034,216330.68399999995,212520.30560000005,1824.1902999999993,71176.97589999992
26666.4596,1014948.5204999996,857.2542000000001,47414.03059999998,11352.918400000008,72977.10569999994,71920.28510000004,41.25859999999996,44.71600000000002,48.38649999999995,45.98729999999996,963367.9298999995,616818.1404999996,699.7500999999995,298967.3053
19739.90010000002,981415.7981000001,1399.8212000000008,40655.62570000003,16578.148599999986,87790.6863000001,75957.14459999996,40.58179999999996,43.80549999999998,49.05349999999999,48.101800000000054,946469.8572000001,654260.8063,7269.021100000004,225168.5966999999
13855.729300000006,335485.3565000001,822.0469000000002,21459.051300000014,8268.937299999996,31571.984000000022,39026.16679999997,43.21010000000003,46.85830000000006,50.6205,45.60920000000001,771485.667700001,318383.7726999999,2623.878300000003,188817.82749999984
3832.767900000002,127796.00980000004,732.3926000000001,9070.350200000004,2128.0520999999994,21091.525600000004,16736.793699999995,42.180099999999996,44.569200000000016,47.080700000000014,48.2604,392814.9149000001,198303.30430000025,3334.7664999999993,3810.523800000001
9078.317799999997,352210.75920000003,378.5452,14209.726199999997,3614.5756999999994,34392.7303,26962.916500000014,42.174800000000005,43.8846,44.93580000000001,52.56940000000002,409221.71,290588.9396999998,16369.359200000004,12138.983
10193.751699999997,379761.9697000002,356.16800000000046,14551.788,4911.529800000003,25891.5723,35350.01459999998,41.043700000000044,44.75190000000001,48.725500000000004,47.528099999999974,400160.3976000002,182335.15840000022,768.6266000000006,62406.88339999998
17844.570300000018,765162.1068000002,860.4388999999993,35469.250199999966,11176.682400000002,57223.58119999997,68829.56169999999,41.35580000000004,44.95189999999993,0.0,46.92399999999992,858301.3285000003,534499.2356000002,0.0,233919.92309999996
8853.081200000004,375897.56450000004,1842.5297000000012,25745.954200000007,7601.267300000004,40677.719099999966,39864.19499999999,40.60310000000002,43.318300000000015,1.9888,47.22269999999997,526821.6396000006,252682.23719999983,0.40240000000000004,172111.1425999998
4667.168400000004,187084.19809999998,250.20180000000008,12216.860400000003,3860.375199999997,17738.203599999997,15088.120599999993,41.12099999999997,44.03240000000002,49.77119999999999,45.57040000000006,242157.98989999987,143971.56550000006,462.74710000000044,72395.77489999999
8665.036,387581.18059999996,1271.2306999999996,21949.72649999999,6710.3094999999985,36951.713200000006,34077.453900000015,40.782500000000006,44.95460000000007,48.65680000000001,47.26920000000001,735470.6796000003,180601.94890000002,1556.8711000000005,88309.57149999996
6586.4488,243965.27179999996,514.9154000000002,14119.831,6085.525299999999,22377.444299999977,25521.819500000016,41.35279999999999,44.71209999999999,46.800200000000046,44.95750000000004,468897.65249999985,195373.9778000001,1678.2365000000011,70786.53589999996
2055.8594999999987,65708.9631,345.7134000000001,3999.418699999999,2102.9396000000006,5801.346000000003,7485.074799999999,42.25049999999998,47.56010000000005,22.344700000000007,46.06090000000003,194628.0104999999,90441.89559999999,38.137000000000015,55920.729600000006
536.8205000000002,48658.73,80.85670000000005,2977.002199999999,908.8527999999997,3228.1145000000015,2756.3070000000002,42.18990000000004,44.1976,49.25200000000001,46.911799999999985,72380.64339999996,31252.9362,869.0893999999987,10512.664800000006
19145.754999999983,845107.4399,3240.530200000002,41390.7271,16791.876200000013,73737.93519999995,88754.9212,40.85120000000002,43.991100000000024,47.1034,46.2183,1737194.2173999993,615532.2325000004,5632.855399999997,324218.8010000002
4329.190200000001,260614.02419999999,888.6789000000007,14367.987600000002,4291.951900000002,18917.9646,24333.406700000007,40.989399999999996,43.21239999999998,46.0596,47.40369999999998,393464.0268000003,189433.88020000007,4797.387200000001,120575.90090000004
1178.3066999999996,31399.482000000007,22.430300000000003,1681.8494,646.8568999999999,3114.891699999999,4064.537800000002,42.07699999999993,46.8508,13.888100000000001,45.672599999999946,133479.44530000008,58117.187999999944,12.036900000000001,25232.3459
0.0,0.0,0.0,0.0,0.0,0.0,150.91,40.17000000000005,42.099999999999945,47.28999999999997,0.0,55954.28879999995,28619.69950000001,670.3496999999998,0.0
487.52889999999985,16817.876,0.0,2206.226500000001,297.4539000000002,2577.0385999999994,9699.778200000002,44.06250000000004,45.875899999999994,8.3385,42.522000000000006,3180.7611999999936,2224.3440999999975,28.949699999999993,216.74690000000032
588.6725999999996,27785.61,95.87690000000003,2935.4222999999993,1149.1316000000004,2950.8457000000017,2805.825999999999,42.32229999999997,46.21040000000002,0.0,46.052299999999995,74853.46350000004,19352.57659999999,0.0,13298.720300000004
3753.838900000003,157135.36380000017,148.81620000000004,6437.569699999996,1997.0610000000015,12629.539100000005,11210.331900000001,52.064699999999995,53.95289999999999,56.482999999999976,56.404800000000066,176993.35260000016,113794.17310000016,1996.4000999999996,56134.22329999996
171.36650000000006,16073.18,74.12929999999999,682.8619000000003,266.5423,1753.3074,2302.2581000000005,42.33010000000003,44.33020000000003,52.24280000000002,55.31559999999997,27663.889800000008,26332.90109999999,111.02859999999998,3754.3440999999993
3369.627200000001,137009.18789999996,151.95209999999986,8105.457199999993,2843.8059000000007,12325.880500000001,11488.1962,40.61819999999996,44.69049999999999,47.51729999999998,46.781699999999994,229564.49299999978,87500.55649999999,753.6257999999995,42774.1746
1174.9551999999994,25054.66,0.0,2082.8839999999987,694.7569000000003,3612.5614,3976.0679999999966,42.63589999999999,45.70800000000003,51.89770000000004,46.159199999999956,92850.71190000001,55870.8673,773.9545999999996,18367.218200000014
21580.323900000014,814497.2695,1688.6205999999997,47965.03709999998,13965.670600000001,77082.52850000007,98899.18160000003,40.495399999999975,43.14860000000002,49.48830000000002,45.70410000000005,1586291.9946999985,535135.4702000006,4863.298399999999,438479.41930000024
9283.596099999997,404969.0568,466.56949999999983,18259.202999999987,6130.761400000004,26683.817299999984,40780.37909999998,41.02969999999996,44.61369999999995,51.077799999999996,46.6174,632024.4170000007,213211.96629999977,207.1427,126974.58320000004
2418.4347000000016,56828.6761,226.10950000000014,5346.549199999991,1585.9247999999989,12406.475199999997,8103.746200000003,40.93799999999993,42.84040000000002,46.160999999999994,48.37389999999998,215978.55700000012,114334.29599999996,3454.7845999999986,8163.428199999999
85.08660000000003,2993.29,0.0,333.3342,0.0,534.0740000000001,430.025,0.0,0.0,0.0,0.0,0.0,630.2927999999999,0.0,171.2676
3497.9357000000014,127814.52609999999,173.61550000000014,7590.290100000005,2706.9383,10476.256900000002,16661.848200000004,40.763799999999975,44.038700000000006,49.49539999999993,47.38830000000003,230660.61500000005,88715.17309999991,504.4886999999999,38615.72990000001
888.6247999999997,33988.0126,30.92380000000001,2520.4018999999994,1054.9399000000003,3036.9419000000016,2864.6636,43.01090000000005,46.47200000000002,0.0,45.6875,72392.25590000002,34811.076699999954,0.0,13759.026799999987
6653.9061999999985,264805.2638000001,260.1121,10618.4475,3249.2734999999993,18107.027799999996,24757.8134,41.845099999999995,44.54060000000001,51.01000000000001,49.11459999999997,295703.0767000002,154083.1303000001,75.60209999999995,77614.3185
5168.878200000002,271132.4653999999,336.36560000000003,10864.906900000009,2738.0916,15935.786000000022,17873.398500000007,40.692399999999964,44.23239999999999,50.22760000000003,48.181999999999995,232207.6356000002,144853.546,1523.9442999999983,101380.50999999986
5211.278500000001,234646.52290000004,235.90369999999982,13639.444500000005,4803.507400000001,18047.423500000023,27600.64779999994,40.471599999999995,43.769500000000036,48.66430000000003,46.67069999999996,312459.2570999998,129614.45190000013,904.8949999999991,127750.8251000002
15013.429099999994,622793.1638000001,1172.5045999999993,37380.38849999999,10335.413500000006,72126.9814,57244.52530000003,41.49650000000001,44.01700000000002,51.40620000000003,50.57709999999998,585631.6190000005,337616.20109999983,3890.144200000003,156186.387
39606.098000000005,1341349.430099999,2900.5210999999995,61215.23580000003,28674.309399999976,97761.28559999994,118015.21380000007,42.88410000000001,47.131299999999975,50.58010000000003,44.88139999999995,2576049.7425,1315237.7197999984,14783.714199999997,842305.9689999996
5211.278500000001,234646.52290000004,235.90369999999982,13639.444500000005,4803.507400000001,18047.423500000023,27600.64779999994,40.471599999999995,43.769500000000036,48.66430000000003,46.67069999999996,312459.2570999998,129614.45190000013,904.8949999999991,127750.8251000002
10621.481199999997,311450.7579000001,869.8721999999997,13511.684199999994,4528.872799999995,43866.269400000005,29280.34719999997,42.43999999999999,43.25320000000005,45.949599999999926,48.15250000000004,587217.8707000003,691014.0315,34827.22699999998,6137.443600000001
25350.182800000017,866371.4439999989,2285.3500999999974,49186.8403,18789.336300000003,64947.94020000007,79196.23139999999,42.53880000000001,46.925500000000014,51.480399999999975,45.14189999999997,1193416.6471999998,729822.6099999999,11103.846800000007,345295.8877000002
4983.083200000003,246921.03850000002,268.94469999999995,11303.982500000006,3496.3403000000003,16858.1553,13777.592000000002,41.38029999999997,44.590200000000024,52.13040000000001,47.13120000000001,163906.23449999996,100033.09590000006,833.4816000000002,47559.9721
6041.424499999997,314763.72840000025,277.75380000000007,16621.932299999993,4490.4463,22070.25290000001,20736.5822,41.212599999999945,44.268200000000014,51.957800000000006,44.98069999999998,400417.9591000004,284446.99889999983,522.3777999999999,175467.92929999987
19808.90899999998,738790.2856000001,1340.1942999999994,37493.0641,13720.672300000011,66331.51250000001,76936.66119999996,40.88260000000003,44.29330000000002,47.74899999999998,46.63460000000003,1357777.3086999988,565103.7002999998,1845.9458999999997,204994.13380000004
5860.376299999999,317251.89729999984,281.6525999999999,18043.213399999997,4924.652999999993,22772.125099999983,22781.4154,41.19369999999999,44.283399999999986,52.00050000000003,44.971699999999935,407683.49100000015,285978.65940000006,718.3558999999998,181875.9392
19933.937499999978,752555.3254999998,1482.4423000000006,39095.08380000001,14757.046000000008,68981.70829999994,79910.24969999996,40.88390000000005,44.29960000000001,47.77019999999999,46.52219999999995,1320084.2575999992,538873.8348999997,1478.0857999999994,207486.00799999989
25454.028299999987,949270.4436999992,2322.666400000001,49620.29049999995,20230.205399999984,68745.13689999998,84729.1639000001,42.54830000000003,46.931200000000025,51.45930000000003,45.281200000000005,1209481.8522999997,724377.3167000002,11265.7943,352834.9525
4974.723099999997,233155.68350000004,280.17410000000007,11068.819700000002,3313.6538999999993,17535.221599999993,15168.151600000016,41.36,44.58039999999998,52.35159999999999,47.099100000000014,166495.82090000002,105232.73440000007,965.1276999999988,49688.611999999965
3455.3325999999965,132130.3408,161.58650000000011,7914.904899999994,3083.4521000000004,12203.751299999996,11890.080600000001,40.63339999999996,44.76720000000004,47.422599999999974,46.8751,239652.24539999999,85816.96529999992,718.8916000000004,47094.08659999995
4101.5058000000045,158446.15960000007,176.27200000000008,6341.835599999992,2306.4821000000006,13556.545599999998,10949.386299999995,52.0685,54.07730000000001,56.4856,56.49600000000003,182724.64730000013,120274.33930000023,2474.4427000000014,59167.32729999998
22510.109100000012,882706.1415,1696.3207000000004,46519.60050000001,14693.252499999993,81727.9275,101494.41320000008,40.482099999999946,43.1276,49.69290000000005,45.735300000000024,1497792.8130999994,493942.15790000005,5069.890199999999,396300.22020000016
174.0636,14898.13,90.68629999999993,770.016,306.29209999999966,1972.0656000000006,2269.6542000000004,42.35080000000001,44.24589999999999,52.668499999999995,55.51070000000001,30511.317300000042,28300.221400000002,162.06939999999994,4181.306599999998
1166.636100000001,26303.395,0.0,2103.1540999999993,853.5325999999993,3823.875499999999,4326.517900000002,42.38279999999997,45.62440000000002,51.837500000000006,46.107299999999995,97727.62539999993,59001.661300000065,836.5098000000003,18529.05309999999
4263.485700000001,277020.11110000004,1031.6508999999999,15602.80590000001,4322.7997000000005,20771.714399999997,24603.599299999987,41.00030000000002,43.215899999999955,46.47469999999998,47.41339999999997,401838.2925000003,189421.88460000005,5479.800200000001,122293.71089999998
566.1211,49974.1,76.11970000000014,3050.797799999998,965.3204999999997,3224.1402999999996,2973.9534999999996,42.22370000000004,44.262100000000004,49.57890000000003,46.9024,78810.98579999998,31360.9945,681.1430999999992,11139.735800000008
2264.0110999999993,67718.43479999999,322.62540000000007,4227.262500000003,2032.2781000000011,6252.014799999997,7440.638100000002,42.743399999999994,47.57170000000002,41.99789999999995,45.976599999999955,208496.4472,92626.40299999995,105.57429999999998,56120.20160000003
19540.479500000012,826712.2608000006,3214.414899999999,41661.027299999965,16605.33760000001,73738.1671,89421.95970000005,40.7833,43.98759999999991,47.49559999999996,46.29089999999999,1814021.667099998,586246.1371999998,5250.4448,318950.5551
566.2403,28207.9335,78.95089999999996,3003.044899999998,1121.4892000000007,3069.697499999999,2839.039,42.30149999999999,46.173199999999994,0.0,46.13050000000002,81628.37610000001,19007.845600000004,0.0,12962.504499999995
538.9888000000001,14072.528,0.0,2104.4236999999985,274.151,2829.2501999999977,8017.24779999999,42.69180000000002,45.87130000000001,5.038,39.832099999999976,8091.9414000000015,3624.9635000000003,3.7725,1017.1114999999991
0.0,0.0,0.0,0.0,0.0,0.0,198.7,40.17000000000005,42.099999999999945,47.33469999999997,0.0,55571.57349999998,27912.05039999997,810.6829000000002,0.0
1257.8605999999997,30460.0468,0.0,1754.3902999999998,690.9052000000004,3232.477600000001,4152.062000000001,42.956199999999924,46.83440000000002,12.866399999999999,45.676,133076.85839999985,58997.47120000002,6.2402,25069.96819999999
5639.167800000004,238757.1643,247.68809999999993,14095.335100000008,5026.222100000001,18501.863800000014,28345.22160000001,40.507899999999985,43.78139999999997,49.516199999999984,46.7231,342549.20860000036,131329.21890000007,883.2243999999998,136104.50360000003
16172.069599999988,626067.8472999999,1081.8756999999998,37246.4296,10358.740499999993,74762.12840000002,58864.51549999999,41.261500000000005,43.929000000000016,51.44240000000001,50.057099999999956,634242.8706000004,340951.1626,3890.9989,164656.17230000015
5639.167800000004,238757.1643,247.68809999999993,14095.335100000008,5026.222100000001,18501.863800000014,28345.22160000001,40.507899999999985,43.78139999999997,49.516199999999984,46.7231,342549.20860000036,131329.21890000007,883.2243999999998,136104.50360000003
44685.64169999999,1356200.0716,2967.2710999999977,62827.531599999995,28936.709199999976,98181.24979999993,123852.89140000008,42.78250000000005,47.154799999999994,50.64249999999996,44.92009999999999,2576038.7325,1304490.2264999994,13900.692099999987,845205.6571999994
11663.885199999993,331325.5865000002,736.4090000000002,14688.953999999992,4730.915400000001,45199.935500000014,31297.262299999966,42.44309999999996,43.24910000000002,45.95509999999997,48.15480000000002,608381.4559000003,694981.3902000001,36921.17559999997,6125.762600000007
2709.954099999997,60421.57029999999,250.2943,5575.61759999999,1581.3614000000014,13410.033200000007,7782.6545000000015,40.95550000000004,42.855299999999936,46.21459999999999,48.391600000000025,220523.345,122770.17880000007,2781.9226999999955,8100.610099999995
105.78100000000003,3128.47,0.0,363.028,0.0,580.2456999999996,575.721,0.0,0.0,0.0,0.0,0.0,401.0976,0.0,155.0237
10013.043800000009,382807.9347,429.7268000000001,18845.931799999977,6528.804600000003,28231.707300000013,42471.750499999995,41.137299999999996,44.61289999999995,51.027099999999955,46.58829999999998,665173.2472000003,207912.30869999994,298.5130000000001,126278.64290000006
952.6782000000001,35267.819200000034,67.97659999999998,2306.4889999999973,1017.9594999999997,3132.494800000001,3079.5398999999998,43.04150000000006,46.516000000000034,0.0,45.69700000000003,73153.96910000006,36177.56010000001,0.0,14918.031899999994
5246.005199999999,252191.33870000002,293.44679999999977,10916.1635,2864.1474999999996,17134.655899999998,19023.737600000008,40.668399999999984,44.22249999999996,50.31309999999997,48.19829999999996,246647.99119999987,147191.69849999994,1886.9870000000012,106660.94880000001
3550.685999999999,131805.55879999997,176.98809999999992,8318.776699999995,2974.1708000000012,10689.651700000004,16840.93430000001,40.77450000000002,44.00329999999999,49.48360000000002,47.31390000000001,236131.20940000008,82930.2318,612.5131999999993,41860.20619999995
6721.525100000002,274968.1201,264.16560000000015,11290.4132,3373.2797999999993,18751.608999999997,26029.3978,41.88899999999997,44.524500000000046,51.0087,49.14449999999994,303928.77439999994,150244.24800000005,110.62739999999992,79655.26210000007
2164.5612000000015,66908.91519999997,0.0,1944.7332999999987,846.1077,8800.264899999998,6389.926800000002,46.626699999999985,50.096400000000024,52.479099999999974,54.646800000000056,201856.81459999993,47003.712100000026,6581.770799999996,6361.1491000000005
6282.109100000004,383027.79350000015,266.091,14141.944000000001,6025.794699999999,25427.310400000013,19463.691800000004,44.43349999999999,46.420299999999976,52.39950000000002,48.208599999999976,297955.0260999998,134182.86379999988,880.8475999999994,236469.0019000002
16226.719700000005,914105.5419999999,1944.4590999999998,43634.435199999985,15729.808600000013,80365.30340000003,69198.94280000002,40.45509999999997,43.33590000000001,50.36939999999997,46.80960000000007,871762.2870999998,527918.9469999997,4667.519099999996,235103.61469999992
7223.027199999998,383344.72160000005,361.35139999999984,17121.371900000016,4589.292400000003,24372.303600000014,24554.32220000001,39.94279999999996,43.226600000000026,50.13390000000003,44.60940000000002,357083.35759999976,325081.6196000002,255.52749999999978,184102.90539999996
723.0318000000003,32077.334,24.421599999999998,1888.093400000001,441.4215999999997,3734.2052000000003,2290.0820999999983,42.74279999999998,44.56560000000004,45.13069999999999,53.29740000000005,37864.09940000003,21840.014899999987,1712.1422,3238.4048999999986
72306.44619999992,2825326.4424999994,2012.8714999999993,86326.34309999993,23378.0582,161492.96480000013,223285.76449999984,42.083899999999964,45.241699999999966,53.52459999999999,47.501299999999986,1769599.6761999982,2580041.715,19829.837599999973,893267.7393000007
150404.08020000003,5439248.8153,3057.5094999999983,166336.12550000002,41124.7008,297388.7221000001,378741.27849999996,42.19070000000001,46.2117,51.29560000000001,46.62089999999996,3355148.0825,4672912.025,9328.449600000002,1526125.8610999985
